network_id,network_type,node_count,edge_count,average_degree,max_degree,density,clustering_coefficient,average_path_length,diameter,betweenness_centrality_max,eigenvector_centrality_max,pagerank_max,modularity_Q,community_count,percolation_threshold_pc,largest_component_fraction,contagion_probability,debtrank_systemic_risk,algebraic_connectivity,spectral_gap,is_scale_free,power_law_exponent_gamma,phi_modularity_ratio
NET-000486,bridge_relay,50,143,5.7255,27,0.11451092,0.0810652,2.052572,5,0.47206782,0.44727716,0.09791669,0.528971,3,0.63256,0.84296,0.0403422,0.2782844,0.42238596,0.856695,False,2.4284,0.855894
NET-000487,bridge_relay,20,26,2.6305,14,0.1315243,0.07018559,2.323414,6,0.37382895,0.44020121,0.25128015,0.63973,2,0.40635,0.534633,0.02466473,0.40194641,0.72803637,0.29417,False,2.6811,1.035105
NET-000488,governance_voting,500,1498,5.9931,36,0.01198612,0.40851273,3.195305,5,0.04652876,0.77083158,0.01032138,0.57496,7,0.294376,0.677746,0.36438276,0.45361431,0.38314895,2.522624,True,2.4896,0.930305
NET-000489,oracle_network,20,47,4.7233,28,0.23616743,0.17909266,1.717191,3,0.24054806,0.44255968,0.39311457,0.493024,2,0.402385,0.947606,0.05577691,0.47716957,0.51146369,1.57344,True,2.6552,0.797729
NET-000490,governance_voting,50,174,6.984,33,0.13968046,0.43582652,1.883096,4,0.15134425,0.53093667,0.10844707,0.573612,4,0.347308,0.963987,0.27486031,0.18031708,0.29335766,2.101585,False,2.5442,0.928123
NET-000491,liquidity_pool,20,67,6.7098,28,0.33549179,0.4920134,1.466701,3,0.21257829,0.58147356,0.27913376,0.480623,2,0.239655,0.690724,0.10682807,0.37044574,0.53359956,2.5205,True,2.2342,0.777664
NET-000492,liquidity_pool,100,384,7.6804,40,0.07680394,0.53331648,2.130971,6,0.36614916,0.3199073,0.05908609,0.712867,4,0.269022,0.639379,0.12083727,0.38632972,0.34447481,3.161564,True,2.3363,1.153442
NET-000493,governance_voting,20,52,5.2182,22,0.26090774,0.36407552,1.639276,3,0.15472066,0.40553505,0.39679287,0.609218,2,0.294682,0.765491,0.13004098,0.23731009,0.57883424,1.056545,False,2.4804,0.985735
NET-000494,token_transfer,50,219,8.7623,34,0.17524505,0.14601516,1.716912,4,0.26400532,0.36506304,0.11357548,0.892826,3,0.339573,0.779078,0.02660507,0.13429143,0.22845067,2.479071,True,2.7357,1.444623
NET-000495,validator_consensus,500,2103,8.413,40,0.01682593,0.52840678,2.771795,4,0.22215133,0.35779712,0.00585231,0.77409,14,0.346033,0.883557,0.14110914,0.27153053,0.69627104,3.042819,True,2.0388,1.252505
NET-000496,market_maker_graph,200,657,6.5748,26,0.03287423,0.2642943,2.616669,3,0.19219184,0.33703333,0.03306503,0.605541,5,0.309486,0.443023,0.43805685,0.27714965,0.40799375,1.915582,False,2.8009,0.979786
NET-000497,governance_voting,20,27,2.7857,11,0.13928612,0.39771836,2.250338,4,0.11266071,0.64552666,0.27651116,0.678091,3,0.366512,0.838029,0.32015726,0.2106832,0.69488048,1.219517,True,2.2548,1.097175
NET-000498,liquidity_pool,50,117,4.7109,18,0.09421713,0.79422194,2.245232,5,0.0673261,0.2901251,0.21608393,0.40097,4,0.386469,0.770363,0.17766242,0.38136939,0.45469471,1.11596,True,2.4946,0.648783
NET-000499,liquidity_pool,100,404,8.0904,30,0.08090402,0.41172302,2.086413,7,0.29876272,0.61233816,0.06626474,0.43866,4,0.43438,0.849306,0.31477167,0.48459122,0.2829627,2.589374,True,2.7159,0.709766
NET-000500,governance_voting,50,112,4.4859,26,0.08971794,0.39850009,2.298242,6,0.1066737,0.20840075,0.13943651,0.477397,3,0.465694,0.892591,0.11556954,0.25125821,0.74090226,1.676345,True,2.435,0.772444
NET-000501,governance_voting,1000,2582,5.166,23,0.00516597,0.26768094,3.797461,9,0.24299873,0.64119572,0.00471266,0.505513,16,0.24204,0.667671,0.28983778,0.32522148,0.36335829,0.80947,False,2.4915,0.817937
NET-000502,oracle_network,200,563,5.63,32,0.02815001,0.40011743,2.800964,8,0.49603644,0.56288728,0.03327796,0.437303,6,0.211312,0.722827,0.03767391,0.31257754,0.42551117,1.604158,True,2.2046,0.707571
NET-000503,liquidity_pool,1000,3025,6.0517,32,0.0060517,0.60402534,3.536511,8,0.07840254,0.59420223,0.00293642,0.567282,13,0.309595,0.873115,0.32539617,0.21708887,0.53436806,2.372474,True,2.4389,0.917881
NET-000504,validator_consensus,50,216,8.6419,28,0.17283778,0.3560205,1.726311,5,0.36932394,0.24940325,0.07890972,0.722175,3,0.568202,0.66474,0.28552237,0.25870923,0.53265062,2.258843,True,2.6034,1.168503
NET-000505,token_transfer,100,280,5.6136,25,0.05613582,0.16866711,2.437726,4,0.48195734,0.36426991,0.07171724,0.371285,4,0.462318,0.952864,0.35274259,0.26658124,0.80551183,0.942816,True,3.1691,0.600752
NET-000506,market_maker_graph,50,168,6.7533,25,0.13506564,0.40203727,1.910059,3,0.42804678,0.50107136,0.14042035,0.736024,3,0.159721,0.668825,0.19394634,0.09447328,0.70868119,1.944218,True,2.731,1.190912
NET-000507,token_transfer,1000,4216,8.4327,35,0.00843274,0.39359112,3.078066,7,0.22422003,0.66832806,0.00649074,0.919953,15,0.19379,0.905847,0.07844947,0.24939567,0.60927121,3.025679,False,2.6575,1.488515
NET-000508,oracle_network,100,389,7.7956,38,0.07795602,0.32794138,2.118048,4,0.1711432,0.4181082,0.04061907,0.465804,5,0.2157,0.942932,0.1814177,0.37037587,0.23911735,1.925208,True,2.4503,0.753687
NET-000509,oracle_network,200,607,6.0748,33,0.03037402,0.19891098,2.708004,6,0.26012402,0.30974247,0.0293991,0.850662,10,0.429789,0.845399,0.15699928,0.27337602,0.85704737,1.123072,True,2.7742,1.3764
NET-000510,liquidity_pool,100,256,5.1217,22,0.0512171,0.19489407,2.541707,4,0.25042253,0.63041683,0.02873681,0.669224,5,0.410166,0.845254,0.19465244,0.11307747,0.49278656,1.2215,False,2.5736,1.082827
NET-000511,governance_voting,100,311,6.2392,23,0.062392,0.20709992,2.326418,6,0.22695528,0.32464943,0.06002082,0.847588,6,0.366579,0.785357,0.39946074,0.39789011,0.50295039,2.013857,True,2.2828,1.371426
NET-000512,token_transfer,500,1575,6.3001,36,0.01260011,0.17796449,3.126247,8,0.26048355,0.70141491,0.00832846,0.445242,10,0.26703,0.943882,0.26609003,0.22937263,0.36492936,1.591297,True,2.784,0.720416
NET-000513,liquidity_pool,100,270,5.4046,30,0.05404595,0.2709175,2.479877,7,0.58973249,0.17575738,0.06479261,0.739528,5,0.275094,0.837208,0.23231133,0.26034429,0.58291385,2.695244,False,2.4173,1.196581
NET-000514,governance_voting,500,903,3.6154,12,0.00723085,0.59545286,4.06342,9,0.18641108,0.32651904,0.01161653,0.650493,11,0.451909,0.872196,0.2119318,0.31934078,0.55994698,1.164117,False,2.3952,1.052519
NET-000515,market_maker_graph,20,30,3.0829,17,0.15414503,0.30335317,2.129454,4,0.23555169,0.13309764,0.22351988,0.828061,3,0.192271,0.897967,0.1505858,0.10345727,0.56028119,0.497736,True,2.326,1.339831
NET-000516,oracle_network,500,2231,8.9252,54,0.01785034,0.55955209,2.707803,7,0.37509708,0.31924255,0.00320496,0.623759,8,0.580086,0.657527,0.24570568,0.14643127,0.47249921,3.354468,True,2.3841,1.009264
NET-000517,interbank_lending,200,904,9.0424,52,0.04521213,0.10050556,2.296807,4,0.15288053,0.26369206,0.02853748,0.7881,7,0.218108,0.618457,0.16040053,0.35548632,0.50538377,2.729774,True,2.5172,1.275172
NET-000518,validator_consensus,20,59,5.901,29,0.29505101,0.51880215,1.550852,3,0.08995673,0.47506943,0.28289467,0.552173,2,0.146699,0.628896,0.33679486,0.33600385,0.37777942,0.916912,True,2.305,0.893435
NET-000519,validator_consensus,1000,4521,9.0429,60,0.00904289,0.38320579,2.994434,8,0.24265632,0.6437218,0.00573429,0.858001,20,0.205413,0.596691,0.06655113,0.36981859,0.65977088,2.402722,True,2.3315,1.388275
NET-000520,governance_voting,500,1113,4.4527,24,0.00890535,0.25771548,3.664045,7,0.23222346,0.23048508,0.0065253,0.564054,13,0.190626,0.717311,0.05473046,0.18038988,0.44809276,1.326721,False,2.5768,0.912658
NET-000521,token_transfer,100,464,9.2881,55,0.09288063,0.15986276,1.975633,5,0.11823492,0.1036078,0.06508898,0.910283,4,0.411082,0.491804,0.31765436,0.53700855,0.3896487,2.411078,True,2.5165,1.472868
NET-000522,market_maker_graph,20,56,5.6313,22,0.28156355,0.28403305,1.583538,3,0.2263246,0.79850479,0.33909633,0.624134,2,0.433803,0.669972,0.02131502,0.26013313,0.42153426,0.87285,False,2.1489,1.00987
NET-000523,bridge_relay,1000,1946,3.8934,20,0.00389344,0.32194062,4.350258,14,0.38376504,0.19939718,0.00239094,0.727139,14,0.3478,0.928847,0.34550371,0.21193282,0.23818654,1.341154,True,2.6902,1.176535
NET-000524,governance_voting,200,338,3.3803,14,0.01690163,0.41599957,3.586917,7,0.15785953,0.39474852,0.01767838,0.473307,7,0.390565,0.959353,0.03764734,0.42906759,0.32685939,0.498387,True,2.6349,0.765827
NET-000525,token_transfer,20,50,5.0455,27,0.25227315,0.41806451,1.664936,3,0.37368695,0.2400882,0.39794446,0.358197,2,0.204031,0.789342,0.41887752,0.35829531,0.51141397,1.327672,True,3.0705,0.579576
NET-000526,validator_consensus,100,405,8.1023,39,0.08102262,0.34626022,2.085181,5,0.2651571,0.69398988,0.05170168,0.529461,4,0.403623,0.962139,0.32552189,0.28724241,0.69958445,1.8336,True,2.7279,0.856686
NET-000527,interbank_lending,500,1089,4.3571,23,0.00871427,0.12521089,3.702632,7,0.12871258,0.28771805,0.00219128,0.875488,7,0.483512,0.894853,0.08736528,0.33014763,0.77176212,1.211401,False,2.6099,1.416569
NET-000528,interbank_lending,20,49,4.9465,24,0.24732709,0.42542999,1.680343,4,0.18073402,0.68873822,0.2967179,0.843689,2,0.261537,0.871854,0.16549728,0.26236314,0.77089554,2.009896,True,2.313,1.365117
NET-000529,liquidity_pool,100,253,5.0611,28,0.050611,0.37183404,2.555742,2,0.11129668,0.40680098,0.0493883,0.756429,4,0.130756,0.941598,0.19341563,0.09654941,0.40935043,1.211293,False,2.6247,1.223928
NET-000530,oracle_network,1000,3063,6.1261,41,0.00612607,0.45523366,3.517617,9,0.25250506,0.40467019,0.00019785,0.674411,12,0.050114,0.793522,0.07053245,0.34372089,0.82516887,1.749228,True,2.1927,1.091219
NET-000531,bridge_relay,100,231,4.6249,23,0.0462493,0.37833115,2.66625,7,0.20729972,0.30816542,0.03925574,0.749533,5,0.556371,0.910429,0.23306403,0.09391688,0.16898261,0.711255,False,3.0395,1.212771
NET-000532,token_transfer,50,171,6.8586,39,0.13717156,0.35820511,1.897561,5,0.40788624,0.2382358,0.05391259,0.511795,3,0.49323,0.689604,0.44973396,0.63442288,0.71423897,1.460212,False,2.2643,0.828102
NET-000533,governance_voting,100,327,6.5597,20,0.06559667,0.56671751,2.276601,6,0.09890215,0.71969322,0.02861371,0.358608,4,0.325918,0.730046,0.16197201,0.37901592,0.40713856,1.854804,True,2.9513,0.580239
NET-000534,market_maker_graph,100,349,6.9828,31,0.06982798,0.19473089,2.216914,4,0.47069151,0.29148365,0.03352276,0.636494,4,0.091878,0.735268,0.07529414,0.20897892,0.26103011,2.731187,False,2.3364,1.029869
NET-000535,validator_consensus,1000,2212,4.4251,21,0.00442506,0.27776535,4.084942,9,0.1667934,0.40022901,0.00526594,0.291553,15,0.32314,0.945339,0.12656548,0.47034314,0.58644139,1.14039,False,2.4469,0.471743
NET-000536,liquidity_pool,200,438,4.385,20,0.02192494,0.36845049,3.146989,8,0.36365191,0.30913182,0.02045456,0.60202,6,0.456418,0.805518,0.09954353,0.18336969,0.32834081,1.226254,True,2.3059,0.974089
NET-000537,governance_voting,200,550,5.5019,22,0.02750944,0.43306178,2.830158,5,0.5023956,0.54539516,0.01812635,0.48536,6,0.34388,0.804842,0.09125361,0.53200979,0.79623884,1.649141,False,2.4371,0.78533
NET-000538,bridge_relay,50,237,9.5017,49,0.19003309,0.27167354,1.663606,4,0.53832478,0.55064303,0.17983826,0.836246,4,0.447083,0.932653,0.06933321,0.37721306,0.61281989,2.265201,True,2.504,1.353074
NET-000539,liquidity_pool,1000,2314,4.6294,26,0.00462939,0.58554746,3.99754,6,0.08761914,0.47659676,0.00272416,0.462698,13,0.221015,0.925675,0.29550194,0.30389492,0.24203024,1.613547,True,2.5356,0.748661
NET-000540,token_transfer,200,957,9.575,58,0.0478752,0.08015588,2.246481,2,0.31789512,0.78537778,0.04571448,0.501274,7,0.142523,0.888139,0.37639228,0.29546578,0.85871669,2.991904,True,2.2945,0.811078
NET-000541,bridge_relay,100,275,5.5193,34,0.05519275,0.4564989,2.456401,5,0.42975941,0.46360428,0.06978644,0.848323,5,0.371613,0.655612,0.33070533,0.3013084,0.30021641,1.273024,True,2.1118,1.372615
NET-000542,validator_consensus,20,67,6.7551,48,0.33775729,0.58820698,1.462505,2,0.45071043,0.607421,0.20940674,0.584616,2,0.326602,0.694048,0.45532863,0.35156041,0.43189746,1.017851,True,2.1655,0.945928
NET-000543,market_maker_graph,200,924,9.2475,40,0.04623749,0.41033427,2.276855,3,0.1893025,0.71814437,0.03047582,0.484724,5,0.439621,0.811703,0.24804376,0.16706017,0.91575699,2.436806,False,2.6963,0.784299
NET-000544,interbank_lending,50,149,5.9937,45,0.11987487,0.15200643,2.011306,5,0.51424827,0.78938849,0.122997,0.747018,3,0.204683,0.907502,0.22778422,0.50501168,0.38360568,1.282744,False,2.8824,1.208701
NET-000545,interbank_lending,50,125,5.0038,27,0.10007547,0.19898599,2.182576,5,0.23485206,0.35547019,0.12488605,0.312875,3,0.130634,0.649012,0.34547009,0.26053402,0.27705852,1.470005,True,2.3393,0.506242
NET-000546,validator_consensus,1000,3390,6.7817,32,0.00678171,0.48931939,3.366719,6,0.29958253,0.7076823,0.00747779,0.297693,23,0.143116,0.954375,0.18901575,0.37392096,0.72931919,1.585313,True,2.4659,0.481678
NET-000547,governance_voting,20,69,6.9438,38,0.34718818,0.37129785,1.445547,2,0.36012954,0.47410677,0.32420745,0.7395,2,0.160071,0.642776,0.0559689,0.42672673,0.59226287,2.036645,True,2.6393,1.196536
NET-000548,token_transfer,1000,3387,6.7747,28,0.00677467,0.53727955,3.368206,6,0.5097133,0.46695513,0.00490514,0.760799,21,0.664442,0.978447,0.09577291,0.21143193,0.79310594,3.285613,True,2.3982,1.230999
NET-000549,validator_consensus,1000,4467,8.934,43,0.00893403,0.29934174,3.008648,4,0.09712474,0.38626007,0.0061916,0.523351,18,0.210075,0.972258,0.18212453,0.63221939,0.36141243,3.303196,False,2.6333,0.8468
NET-000550,bridge_relay,200,760,7.6019,34,0.0380096,0.41666233,2.46206,5,0.30851171,0.44381612,0.01992601,0.630166,6,0.192267,0.78603,0.08708784,0.5632228,0.15517511,1.833102,True,2.8195,1.019629
NET-000551,token_transfer,50,127,5.1113,27,0.10222611,0.21809372,2.161171,5,0.58026623,0.75182029,0.21675127,0.611795,2,0.156721,0.670022,0.13859111,0.39862525,0.34564836,0.651985,True,2.1562,0.989905
NET-000552,oracle_network,500,1369,5.4779,29,0.01095584,0.46734712,3.326167,7,0.03238669,0.38356293,0.00675052,0.538929,7,0.217808,0.955676,0.13530641,0.12789788,0.33542855,1.520059,True,2.2704,0.872005
NET-000553,market_maker_graph,1000,6594,13.1894,65,0.01318943,0.50260403,2.604246,4,0.26422328,0.68102279,0.0064046,0.624164,19,0.296043,0.611979,0.36385506,0.36148273,0.79399937,4.342682,True,2.5086,1.009919
NET-000554,liquidity_pool,100,493,9.8652,29,0.09865207,0.29219162,1.930431,5,0.30622009,0.09684149,0.02743996,0.695883,4,0.393925,0.818288,0.20306724,0.34988456,0.67507988,2.67777,False,2.8065,1.125963
NET-000555,token_transfer,500,778,3.1149,12,0.00622981,0.5146136,4.393143,9,0.33202923,0.49765537,0.00784733,0.635125,15,0.215028,0.94825,0.14744994,0.18714489,0.618173,0.76103,False,2.8118,1.027654
NET-000556,validator_consensus,200,263,2.6337,13,0.01316847,0.28022922,4.106429,14,0.14623061,0.41608234,0.01871076,0.382358,6,0.268264,0.926897,0.23194892,0.28366391,0.0639493,0.734655,True,2.4025,0.618668
NET-000557,token_transfer,200,286,2.8651,14,0.01432569,0.12726481,3.918881,10,0.30026279,0.06588926,0.01470512,0.744615,6,0.093987,0.564829,0.2050463,0.28555618,0.88696884,1.22358,True,2.5603,1.204813
NET-000558,validator_consensus,1000,2507,5.0143,33,0.00501428,0.5416448,3.850185,8,0.43298846,0.13902798,0.00445473,0.642734,15,0.205951,0.812157,0.12497647,0.30664925,0.4212592,1.85291,True,2.3162,1.039965
NET-000559,liquidity_pool,200,437,4.3717,27,0.02185859,0.75834184,3.151607,7,0.32307981,0.11742915,0.0095562,0.391565,6,0.112968,0.782104,0.10607459,0.27912955,0.38390757,1.764092,True,2.7733,0.633565
NET-000560,bridge_relay,20,89,8.922,41,0.44610224,0.47597924,1.305467,2,0.13675738,0.40689416,0.34675805,0.466252,2,0.115838,0.746383,0.31233044,0.30336004,0.46855466,2.202764,False,2.9044,0.754412
NET-000561,bridge_relay,100,377,7.5451,27,0.07545123,0.47471417,2.146572,6,0.47457199,0.53368331,0.06018792,0.854594,3,0.274897,0.79048,0.17423747,0.29382599,0.403217,2.216303,False,2.5845,1.382761
NET-000562,validator_consensus,200,598,5.9841,38,0.02992067,0.25289559,2.725975,5,0.23406854,0.65433364,0.04236186,0.840686,6,0.150571,0.571466,0.54136871,0.23926937,0.78417869,2.604654,False,2.9367,1.360259
NET-000563,bridge_relay,200,728,7.2819,35,0.03640975,0.14008054,2.506207,6,0.36394638,0.3373513,0.03461463,0.634141,7,0.275517,0.895578,0.08732634,0.57402151,0.55127242,1.782732,True,2.6872,1.026062
NET-000564,token_transfer,50,116,4.6618,19,0.09323514,0.05053933,2.256414,3,0.28854329,0.32982448,0.06817476,0.422329,4,0.385346,0.773133,0.15982757,0.46796063,0.33954843,1.461632,True,1.8866,0.683342
NET-000565,oracle_network,500,668,2.6741,13,0.00534823,0.233876,4.775646,8,0.3312952,0.16077433,0.00974375,0.694009,9,0.358681,0.659101,0.13904531,0.45077811,0.57238747,0.235165,False,2.1992,1.122931
NET-000566,liquidity_pool,200,491,4.9166,21,0.02458276,0.07877559,2.980343,7,0.24810332,0.60246737,0.03748524,0.759042,7,0.119581,0.886769,0.14608246,0.32299837,0.38880285,1.54354,True,1.9516,1.228155
NET-000567,market_maker_graph,100,306,6.1248,31,0.06124753,0.26836281,2.345299,6,0.24687281,0.4633999,0.06577147,0.519207,3,0.267524,0.583469,0.02183394,0.20687195,0.74979024,1.86195,True,2.3555,0.840095
NET-000568,token_transfer,500,2287,9.1494,54,0.01829877,0.37492727,2.681701,7,0.67630802,0.51191388,0.0077236,0.731663,14,0.133215,0.767673,0.17953325,0.24062268,0.49305774,2.991209,True,2.2565,1.183855
NET-000569,market_maker_graph,20,50,5.0009,26,0.25004638,0.26380095,1.671806,4,0.29191308,0.57895166,0.34662677,0.440508,2,0.472824,0.772623,0.14136911,0.16936065,0.68385468,1.205634,True,2.2831,0.712756
NET-000570,market_maker_graph,500,1464,5.8595,25,0.01171895,0.42729541,3.22731,6,0.0921475,0.46140286,0.00783988,0.64625,14,0.053289,0.863805,0.03173395,0.03195345,0.64210324,2.452854,True,2.1078,1.045654
NET-000571,validator_consensus,1000,3363,6.7271,37,0.00672706,0.31298488,3.378325,8,0.29149984,0.4302947,0.00602337,0.709928,16,0.471535,0.884282,0.13834166,0.2046092,0.37699503,1.077966,True,2.7051,1.148687
NET-000572,validator_consensus,1000,3141,6.2837,28,0.00628367,0.26729281,3.478866,8,0.12299986,0.41200003,0.00152701,0.841396,16,0.469384,0.800496,0.10227915,0.24836861,0.430393,1.167565,False,2.3395,1.361407
NET-000573,validator_consensus,500,2462,9.8483,49,0.01969654,0.40165026,2.606793,7,0.32422432,0.45997843,0.00532205,0.672226,10,0.294888,0.964973,0.50975551,0.2536628,0.32436364,2.695076,False,2.2322,1.087684
NET-000574,token_transfer,500,931,3.7242,25,0.00744844,0.35225803,4.002446,14,0.19584427,0.71445762,0.00836068,0.850184,10,0.125187,0.91316,0.36894573,0.46815323,0.41395586,1.652063,False,2.3493,1.375626
NET-000575,governance_voting,500,2662,10.6498,57,0.02129966,0.22981956,2.531108,5,0.33419226,0.32030716,0.00680483,0.556455,9,0.219038,0.762999,0.19027346,0.29285219,0.62407438,3.065383,True,2.0919,0.900364
NET-000576,token_transfer,1000,3024,6.0486,36,0.00604855,0.39154155,3.537319,10,0.38566789,0.65729327,0.00285508,0.296857,15,0.154032,0.642777,0.36698828,0.39365843,0.52809535,2.044279,True,2.9339,0.480325
NET-000577,liquidity_pool,1000,2584,5.1696,22,0.0051696,0.43525444,3.796232,13,0.26727836,0.15164318,0.00483788,0.71056,13,0.288931,0.623688,0.12961761,0.1426531,0.50832259,1.328064,True,2.3523,1.14971
NET-000578,validator_consensus,50,129,5.1939,17,0.10387785,0.47353554,2.145263,6,0.21113455,0.46836866,0.14355505,0.667403,4,0.159719,0.743902,0.0396166,0.3368212,0.44774772,1.341317,True,2.5408,1.079881
NET-000579,interbank_lending,1000,3002,6.0057,35,0.00600573,0.59795119,3.548392,6,0.33691839,0.29119883,0.0049788,0.794875,14,0.084794,0.832395,0.39906879,0.23889605,0.52030345,1.540888,True,2.0078,1.286135
NET-000580,oracle_network,500,1336,5.3466,33,0.01069311,0.4246926,3.363043,9,0.65891683,0.2316383,0.01164425,0.904741,12,0.254033,0.729044,0.09448861,0.36473464,0.24236497,1.00906,True,2.488,1.463902
NET-000581,interbank_lending,1000,3453,6.9076,36,0.00690761,0.15674418,3.34059,6,0.07009538,0.28038687,0.00387632,0.745076,12,0.220332,0.763014,0.31674396,0.09459978,0.63495877,2.092033,True,2.9825,1.205558
NET-000582,bridge_relay,200,441,4.4188,24,0.02209394,0.59373477,3.135336,2,0.26603775,0.36569463,0.02333122,0.625971,9,0.285429,0.761463,0.31094136,0.05889356,0.42022128,1.492996,True,2.2208,1.012843
NET-000583,bridge_relay,1000,2727,5.4553,39,0.00545525,0.2411473,3.704101,9,0.13485753,0.48536172,0.00462101,0.884252,16,0.131141,0.729849,0.12400908,0.30117331,0.41723775,1.303681,True,3.0557,1.43075
NET-000584,oracle_network,50,110,4.4243,15,0.08848681,0.39182012,2.313579,5,0.22148106,0.4894923,0.17902949,0.669763,2,0.188886,0.496438,0.25245296,0.34052083,0.59876667,2.321595,False,2.4502,1.083698
NET-000585,validator_consensus,500,977,3.9112,18,0.00782245,0.54380019,3.904819,9,0.30530892,0.24917898,0.00948367,0.723553,10,0.082923,0.893053,0.23319796,0.33975399,0.08827466,2.21039,True,2.6348,1.170734
NET-000586,bridge_relay,500,1211,4.8456,28,0.00969126,0.11218731,3.51964,7,0.41327976,0.64801432,0.01089448,0.676463,13,0.367972,0.684062,0.40531367,0.33427627,0.41433155,0.975352,True,2.0988,1.094541
NET-000587,validator_consensus,200,759,7.5921,21,0.03796045,0.24886488,2.463369,5,0.12625111,0.30982327,0.02109304,0.690438,7,0.19973,0.7908,0.24108823,0.28329578,0.68294015,2.073765,True,2.5723,1.117152
NET-000588,validator_consensus,200,840,8.4043,44,0.04202131,0.35423634,2.364093,2,0.63652591,0.58884396,0.01788364,0.915492,7,0.098142,0.800169,0.29186074,0.30017518,0.50286194,3.209553,True,2.9983,1.481297
NET-000589,validator_consensus,500,1713,6.8541,33,0.01370824,0.65122637,3.01528,7,0.19999949,0.33654677,0.01024653,0.748602,13,0.275335,0.92532,0.60440185,0.21569748,0.35574221,1.604365,True,2.7075,1.211263
NET-000590,governance_voting,50,181,7.2527,34,0.1450533,0.30517554,1.853568,3,0.04614686,0.25586028,0.11157204,0.373333,3,0.33197,0.809113,0.04279623,0.43797968,0.64236014,2.551583,True,2.327,0.604066
NET-000591,governance_voting,1000,4135,8.2717,48,0.00827165,0.41740676,3.101874,9,0.69003573,0.36447742,0.00503218,0.703758,18,0.259266,0.829738,0.68794081,0.32705741,0.3184153,2.252225,False,3.081,1.138705
NET-000592,market_maker_graph,200,426,4.2676,21,0.02133793,0.08812183,3.188737,6,0.172008,0.699773,0.0319182,0.462254,6,0.392936,0.586632,0.10033731,0.30155657,0.45287521,1.27495,True,2.9044,0.747943
NET-000593,bridge_relay,100,511,10.2271,49,0.1022706,0.5410325,1.904279,4,0.27855019,0.45283331,0.03075916,0.424298,6,0.296648,0.781943,0.14493223,0.48417491,0.43427125,3.512418,True,2.5868,0.686529
NET-000594,market_maker_graph,500,2190,8.7624,55,0.01752471,0.20039604,2.72746,4,0.06411611,0.42046225,0.01985241,0.716601,13,0.289646,0.934439,0.4510295,0.20302974,0.70204178,3.056746,True,3.0128,1.159485
NET-000595,bridge_relay,100,472,9.4501,45,0.09450058,0.17828972,1.96248,6,0.41431053,0.35362777,0.03126883,0.555149,3,0.351069,0.791322,0.62412863,0.33706303,0.40637018,2.500532,True,3.0482,0.89825
NET-000596,market_maker_graph,20,73,7.3491,27,0.36745679,0.15872929,1.411644,2,0.69223144,0.63779964,0.28362429,0.599409,2,0.380636,0.873465,0.27729717,0.15987832,0.51940776,2.056495,True,2.4512,0.969864
NET-000597,interbank_lending,200,659,6.5964,40,0.03298187,0.33877484,2.613006,5,0.1626754,0.47485479,0.03402759,0.612709,9,0.105833,0.795213,0.06100617,0.41084771,0.34458052,1.429217,False,2.1452,0.991384
NET-000598,market_maker_graph,500,1573,6.2951,39,0.01259027,0.43448705,3.127307,9,0.1622792,0.16191645,0.00902859,0.705981,10,0.445326,0.677447,0.18853213,0.23078805,0.63569655,1.498027,True,2.3818,1.142301
NET-000599,governance_voting,20,48,4.8993,24,0.24496492,0.84319674,1.687895,4,0.19212477,0.44167882,0.26558231,0.898246,2,0.196162,0.846137,0.19335848,0.35194033,0.94693031,1.100741,True,2.4408,1.453392
