experiment_id,oscillator_count_N,coupling_topology,frequency_distribution,coupling_strength_K,critical_coupling_Kc,K_over_Kc_ratio,order_parameter_R,susceptibility_chi,relaxation_time_tau,phase_locked_fraction,mean_field_frequency,chimera_state_detected,lyapunov_exponent_max,simulation_timesteps,integration_method,thermalization_steps
OSC-000678,128,lattice_2d,lorentzian,4.443804,2.170361,2.047495,0.71180511,1.90564443,0.460521,0.696319,7.925108,False,-0.06285778,50000,verlet,5000
OSC-000679,16,small_world,bimodal,0.178182,2.261643,0.078784,0.20142676,0.05477546,19.041781,0.286683,7.858893,False,0.06515531,10000,symplectic_4th,5000
OSC-000680,24,all_to_all,gaussian,3.532523,0.63662,5.548874,0.90429834,1.03765537,0.302411,0.938327,7.976159,False,-0.10090087,10000,verlet,10000
OSC-000681,8,ring,uniform,3.699742,0.785398,4.710658,0.89440481,0.08943034,0.422669,0.866806,7.975495,False,-0.09330658,500000,verlet,5000
OSC-000682,96,scale_free,lorentzian,1.381781,1.686354,0.819389,0.06953422,1.23415346,110.622512,0.116878,7.884647,False,0.03292644,100000,rk4,1000
OSC-000683,24,all_to_all,gaussian,0.464632,0.63662,0.729842,0.32568036,0.14285004,25.982755,0.353278,7.665275,False,0.0518242,10000,verlet,10000
OSC-000684,16,ring,bimodal,3.191914,0.392699,8.128143,0.93594117,0.04484094,0.485155,0.923018,7.807907,False,-0.07121012,10000,euler,1000
OSC-000685,16,all_to_all,bimodal,3.978804,0.63662,6.249891,0.92507222,0.16543913,0.330161,0.963661,7.872058,False,-0.12235423,50000,symplectic_4th,10000
OSC-000686,24,scale_free,lorentzian,3.684667,1.43749,2.563265,0.77414686,0.01999188,0.331679,0.795179,8.067353,False,-0.07407413,100000,euler,10000
OSC-000687,32,lattice_2d,uniform,1.016535,1.465243,0.693766,0.0671256,0.11121616,49.91525,0.104261,7.951068,False,0.02730492,100000,euler,5000
OSC-000688,48,small_world,gaussian,2.699699,1.276969,2.114147,0.72167869,0.56157908,0.696212,0.805449,7.863081,False,-0.09715405,100000,rk4,10000
OSC-000689,96,all_to_all,bimodal,0.158795,0.63662,0.249434,0.00157937,0.54764758,59.623973,0,7.732553,False,0.07311752,10000,verlet,10000
OSC-000690,64,scale_free,lorentzian,2.548505,1.483166,1.718288,0.64369125,0.68672275,0.843516,0.676177,7.829632,False,-0.10504307,100000,symplectic_4th,5000
OSC-000691,128,small_world,bimodal,2.371757,1.453821,1.631395,0.62367807,0.44810333,1.182194,0.688568,7.810517,False,-0.09784497,50000,verlet,5000
OSC-000692,24,scale_free,lorentzian,3.342683,2.029091,1.64738,0.62751017,0.39006854,0.87412,0.636515,7.870849,False,-0.1088412,100000,euler,1000
OSC-000693,128,scale_free,gaussian,1.587258,1.60791,0.987156,0.10720195,0.83104152,132.120792,0.164369,7.8125,False,0.02898896,50000,symplectic_4th,10000
OSC-000694,8,small_world,uniform,2.435831,1.742039,1.398264,0.53624262,0.06567408,1.491874,0.6208,7.767113,False,-0.1027952,100000,euler,5000
OSC-000695,48,lattice_2d,bimodal,3.096971,1.52432,2.031706,0.70972298,0.13613161,0.579485,0.750359,7.810269,False,-0.10970165,500000,rk4,1000
OSC-000696,128,small_world,bimodal,3.472581,1.517636,2.288152,0.75456137,3.61358209,0.393457,0.682747,7.669395,False,-0.1160481,100000,verlet,10000
OSC-000697,32,ring,lorentzian,3.929816,0.19635,20.014389,0.97512552,0.31309394,0.170557,0.957286,7.697607,False,-0.09413446,500000,rk4,5000
OSC-000698,16,scale_free,gaussian,3.155674,1.290654,2.445019,0.77383708,0.25090783,0.36507,0.710589,7.905958,False,-0.10407678,500000,symplectic_4th,1000
OSC-000699,48,lattice_2d,gaussian,2.42136,1.158911,2.089341,0.72584738,0.48626012,0.793597,0.682776,7.939387,False,-0.13238542,100000,symplectic_4th,5000
OSC-000700,32,lattice_2d,gaussian,4.792856,1.301004,3.683968,0.85208908,0.22673991,0.268604,0.770987,7.890726,False,-0.0663035,100000,euler,5000
OSC-000701,96,lattice_2d,uniform,1.550907,1.439549,1.077356,0.26927564,2.31716406,8.265975,0.227051,7.875448,True,-0.08983554,500000,symplectic_4th,10000
OSC-000702,24,random_erdos_renyi,bimodal,3.816462,0.567602,6.723834,0.92518992,0.36019962,0.281446,1.0,7.772911,False,-0.09655276,50000,verlet,1000
OSC-000703,16,all_to_all,lorentzian,2.807618,0.63662,4.410196,0.87639258,0.26221257,0.435213,0.814277,7.730572,False,-0.12088233,500000,euler,5000
OSC-000704,8,lattice_2d,lorentzian,0.292969,1.273862,0.229985,0.53115484,0.0477999,7.811626,0.517895,7.715864,False,0.05984419,10000,euler,10000
OSC-000705,32,all_to_all,lorentzian,4.864365,0.63662,7.640927,0.93140917,0.14635122,0.323711,0.93172,7.71354,False,-0.12341956,500000,euler,10000
OSC-000706,16,ring,bimodal,0.879396,0.392699,2.239364,0.74223317,0.18582777,1.812452,0.744647,7.863766,False,-0.10179677,50000,symplectic_4th,1000
OSC-000707,8,ring,gaussian,4.754834,0.785398,6.054042,0.91225409,0.12176909,0.235917,0.891326,7.919739,False,-0.11334048,100000,symplectic_4th,1000
OSC-000708,96,random_erdos_renyi,uniform,0.296637,1.274938,0.232668,0.05906137,0.60906782,94.003438,0.056085,7.79065,False,0.02479914,100000,euler,5000
OSC-000709,32,ring,uniform,4.584483,0.19635,23.348581,0.97824733,0.06001356,0.11517,0.957546,7.866003,False,-0.08867511,100000,verlet,1000
OSC-000710,64,small_world,bimodal,0.241206,1.680153,0.143562,0.0697543,0.09997312,52.761536,0.018887,7.82244,False,0.05232284,10000,euler,1000
OSC-000711,48,lattice_2d,gaussian,4.444596,1.580284,2.81253,0.80390513,0.06643721,0.480077,0.8274,7.640331,False,-0.11694064,100000,euler,10000
OSC-000712,8,small_world,uniform,1.736267,1.539689,1.127673,0.3408478,0.04763701,4.841208,0.33047,7.721305,False,-0.12590422,500000,symplectic_4th,10000
OSC-000713,48,lattice_2d,gaussian,0.480603,1.818357,0.264306,0.00262454,0.48697101,51.016772,0.005745,7.909867,False,0.05112713,10000,verlet,5000
OSC-000714,96,lattice_2d,gaussian,3.264283,1.73543,1.880966,0.68548881,2.51363087,0.619952,0.657227,7.888092,False,-0.10956622,10000,rk4,5000
OSC-000715,24,small_world,bimodal,4.657616,1.292728,3.602936,0.85554003,0.04017164,0.359371,0.963231,7.824544,False,-0.13024799,10000,symplectic_4th,1000
OSC-000716,8,all_to_all,uniform,3.651564,0.63662,5.735864,0.89448745,0.1263088,0.303489,0.856917,7.957422,False,-0.0963634,10000,euler,1000
OSC-000717,16,scale_free,bimodal,4.169211,1.84572,2.258854,0.747619,0.20638395,0.569018,0.734325,7.81608,False,-0.06838509,100000,verlet,10000
OSC-000718,128,ring,lorentzian,0.219623,0.049087,4.474125,0.88235616,0.92298884,5.739907,0.887548,7.938517,False,-0.07101469,500000,symplectic_4th,1000
OSC-000719,8,small_world,lorentzian,0.533238,1.505323,0.354235,0.44054823,0.18983293,6.51362,0.427183,7.961291,False,0.0313776,50000,verlet,10000
OSC-000720,64,scale_free,gaussian,4.919213,1.246556,3.946244,0.86289223,0.67927372,0.215355,0.813884,7.644434,False,-0.10921322,500000,rk4,10000
OSC-000721,48,ring,lorentzian,4.631123,0.1309,35.379177,0.98312712,0.15914267,0.135021,0.909893,7.793166,False,-0.08588251,50000,verlet,10000
OSC-000722,24,random_erdos_renyi,gaussian,4.888437,1.324233,3.691522,0.85587882,0.19215626,0.131668,0.912324,8.053417,False,-0.14158007,10000,rk4,10000
OSC-000723,8,small_world,gaussian,3.959849,1.470582,2.692708,0.78214889,0.00916971,0.406146,0.807138,7.747244,False,-0.07754718,500000,euler,10000
OSC-000724,64,lattice_2d,bimodal,3.470225,1.359076,2.553371,0.78175841,0.60536632,0.435467,0.758896,7.772281,False,-0.13140807,10000,rk4,5000
OSC-000725,24,all_to_all,lorentzian,1.284983,0.63662,2.018447,0.70399404,0.48934819,1.475403,0.69812,7.838599,False,-0.10400894,10000,verlet,1000
OSC-000726,32,ring,uniform,0.428407,0.19635,2.181859,0.73428491,0.36725875,4.269714,0.709298,7.964626,False,-0.09820944,100000,symplectic_4th,5000
OSC-000727,32,small_world,bimodal,3.212576,1.006878,3.190632,0.82319616,0.08186747,0.367884,0.881453,7.813054,False,-0.10915276,500000,symplectic_4th,10000
OSC-000728,16,scale_free,lorentzian,4.750699,1.685275,2.818945,0.79684368,0.31464581,0.138186,0.884669,7.832422,False,-0.10851062,100000,rk4,1000
OSC-000729,32,lattice_2d,uniform,1.282755,1.021232,1.256086,0.45317762,0.40417122,3.680276,0.421377,7.991187,False,-0.09146071,500000,rk4,1000
OSC-000730,24,random_erdos_renyi,uniform,4.684137,1.334099,3.511085,0.84115753,0.33696088,0.147172,0.858877,7.656306,False,-0.07058533,10000,verlet,10000
OSC-000731,16,lattice_2d,bimodal,4.28242,1.651306,2.593353,0.78870321,0.37017472,0.412194,0.720446,7.897696,False,-0.09215889,500000,symplectic_4th,1000
OSC-000732,8,scale_free,gaussian,3.885067,1.476462,2.631335,0.7917002,0.09383122,0.33218,0.855678,7.870712,False,-0.11189442,500000,rk4,1000
OSC-000733,24,ring,gaussian,3.727746,0.261799,14.238942,0.96920516,0.13848463,0.199251,0.987328,7.823573,False,-0.10386641,100000,rk4,5000
OSC-000734,128,all_to_all,lorentzian,2.237827,0.63662,3.51517,0.84568811,0.82498636,0.795646,0.899112,7.772062,False,-0.1195101,50000,euler,1000
OSC-000735,8,ring,uniform,2.895061,0.785398,3.686106,0.84971822,0.00525053,0.568426,0.848662,7.826964,False,-0.09258676,50000,symplectic_4th,1000
OSC-000736,8,ring,gaussian,0.822197,0.785398,1.046854,0.21892218,0.17238083,21.402944,0.220158,7.841594,True,-0.10950411,100000,rk4,5000
OSC-000737,24,small_world,gaussian,1.024468,1.845266,0.555187,0.28185585,0.0305188,24.8653,0.322106,7.887754,False,0.03329696,10000,euler,10000
OSC-000738,24,random_erdos_renyi,gaussian,4.319809,1.221519,3.536425,0.85135301,0.35935361,0.450547,0.846227,7.833083,False,-0.06653876,100000,euler,5000
OSC-000739,96,all_to_all,bimodal,0.310254,0.63662,0.487345,0.04382224,1.82903583,106.909034,0.119156,7.753343,False,0.06558742,50000,euler,5000
OSC-000740,96,lattice_2d,gaussian,2.535954,1.519802,1.668608,0.63548118,2.11744697,1.035999,0.579735,7.893765,False,-0.10977695,10000,verlet,5000
OSC-000741,96,small_world,bimodal,3.285818,1.001366,3.281337,0.83567354,0.88663912,0.506218,0.777282,8.001927,False,-0.11909337,500000,symplectic_4th,5000
OSC-000742,24,scale_free,lorentzian,1.777809,1.792643,0.991725,0.12810476,0.09713145,23.277144,0.127709,7.909023,False,0.04780113,50000,verlet,5000
OSC-000743,32,random_erdos_renyi,gaussian,1.807715,1.745548,1.035615,0.18315393,0.88108255,13.754365,0.177448,7.820834,False,-0.07907761,50000,euler,10000
OSC-000744,48,ring,lorentzian,3.591843,0.1309,27.43966,0.97976345,0.37405959,0.170243,0.993837,7.948666,False,-0.07848308,100000,euler,1000
OSC-000745,64,ring,bimodal,1.937493,0.098175,19.735144,0.97124851,1.28017312,0.641772,0.948433,7.788344,False,-0.08712388,10000,verlet,1000
OSC-000746,96,random_erdos_renyi,bimodal,4.677198,1.694103,2.76087,0.79864803,1.91040742,0.285838,0.864723,7.822397,False,-0.10438632,50000,verlet,1000
OSC-000747,96,lattice_2d,bimodal,3.016832,1.882783,1.602326,0.61111581,1.10047885,0.92032,0.632672,7.714249,False,-0.07248935,10000,rk4,1000
OSC-000748,48,all_to_all,lorentzian,0.724368,0.63662,1.137835,0.35196984,0.9284195,10.205031,0.358589,7.811225,False,-0.10594127,10000,verlet,10000
OSC-000749,48,small_world,bimodal,3.05794,1.512391,2.021925,0.71296401,0.49194009,0.413568,0.690723,7.888435,False,-0.07378191,50000,euler,5000
OSC-000750,32,random_erdos_renyi,uniform,4.776919,1.557116,3.067799,0.82587521,0.60489902,0.388195,0.820579,7.785317,False,-0.09922641,500000,euler,1000
OSC-000751,128,random_erdos_renyi,gaussian,1.469406,2.021537,0.726876,0.12408191,3.18865822,128.760029,0.032891,7.908661,False,0.06273417,50000,rk4,1000
OSC-000752,96,lattice_2d,bimodal,2.268385,1.235663,1.835764,0.67459842,0.01642726,0.885684,0.642246,7.753028,False,-0.10408326,500000,symplectic_4th,10000
OSC-000753,64,small_world,uniform,4.207273,1.085146,3.877151,0.86146089,0.15512988,0.259312,0.841922,7.700206,False,-0.1061438,500000,euler,1000
OSC-000754,64,small_world,bimodal,1.443295,1.222734,1.180384,0.38975061,0.69574085,4.188287,0.460182,7.97768,False,-0.10745413,50000,rk4,5000
OSC-000755,8,scale_free,lorentzian,2.23783,1.461226,1.531474,0.59020769,0.00086194,1.306673,0.547481,7.865483,False,-0.10528005,100000,symplectic_4th,1000
OSC-000756,24,ring,gaussian,4.244922,0.261799,16.21441,0.97760005,0.46660038,0.237997,0.97906,7.786675,False,-0.09239672,10000,verlet,1000
OSC-000757,48,scale_free,gaussian,1.536449,1.433371,1.071913,0.26048403,0.17884345,8.905777,0.242312,7.784237,False,-0.07754447,50000,rk4,10000
OSC-000758,8,random_erdos_renyi,gaussian,2.173994,1.41952,1.531499,0.59684699,0.08734481,1.324287,0.662783,7.797324,False,-0.06952315,100000,euler,10000
OSC-000759,16,scale_free,lorentzian,3.643722,1.740388,2.093626,0.72940068,0.46394812,0.523011,0.736026,7.93486,False,-0.12689456,10000,rk4,5000
OSC-000760,24,ring,uniform,2.398428,0.261799,9.161319,0.94557815,0.09323819,0.391742,0.915328,7.853044,False,-0.12180091,500000,euler,10000
OSC-000761,16,lattice_2d,gaussian,0.30714,1.714848,0.179106,0.29047148,0.24597924,15.814052,0.276262,7.949356,False,0.01655878,500000,symplectic_4th,10000
OSC-000762,64,random_erdos_renyi,bimodal,3.782993,1.531697,2.469806,0.76890282,0.54375817,0.324553,0.767737,7.852999,False,-0.11281716,100000,verlet,1000
OSC-000763,96,scale_free,bimodal,2.487386,1.479809,1.680882,0.63688176,0.9613088,0.913043,0.64995,7.665468,False,-0.12541197,50000,verlet,5000
OSC-000764,32,ring,uniform,4.512468,0.19635,22.981808,0.97946318,0.52095242,0.187702,0.915781,7.923468,False,-0.10936268,50000,symplectic_4th,1000
OSC-000765,32,ring,uniform,1.547549,0.19635,7.8816,0.93613818,0.65820552,0.771292,0.881069,7.925201,False,-0.12467779,100000,symplectic_4th,1000
OSC-000766,128,all_to_all,lorentzian,1.724117,0.63662,2.708236,0.79517181,0.71678103,1.021606,0.818225,7.833208,False,-0.10091358,10000,rk4,10000
OSC-000767,32,lattice_2d,lorentzian,0.218285,1.11498,0.195775,0.25992345,0.64666913,23.351791,0.277139,7.822962,False,0.05631074,10000,symplectic_4th,5000
OSC-000768,96,random_erdos_renyi,uniform,3.769793,1.310258,2.877139,0.805508,2.52637037,0.391356,0.858763,7.98324,False,-0.1152774,100000,euler,1000
OSC-000769,32,all_to_all,bimodal,1.451223,0.63662,2.279576,0.75411564,0.3378501,1.242185,0.780745,7.834062,False,-0.11143436,50000,symplectic_4th,10000
OSC-000770,48,ring,uniform,4.95603,0.1309,37.861279,0.9876349,0.54867024,0.230462,0.975101,7.655925,False,-0.09142794,50000,symplectic_4th,1000
OSC-000771,16,lattice_2d,bimodal,4.07728,2.153812,1.893053,0.68240339,0.37555854,0.439107,0.722894,7.956322,False,-0.10707838,100000,verlet,10000
OSC-000772,24,lattice_2d,lorentzian,1.301953,1.680044,0.774952,0.332456,0.34157359,19.300025,0.315977,8.064866,False,0.03322682,500000,rk4,10000
OSC-000773,48,small_world,uniform,4.137938,2.265022,1.826887,0.66753097,0.16623544,0.579572,0.790211,7.773759,False,-0.09743729,10000,verlet,5000
OSC-000774,96,scale_free,lorentzian,3.152985,1.432133,2.201601,0.74022224,2.30218668,0.530853,0.758053,7.604532,False,-0.08087994,500000,euler,5000
OSC-000775,128,all_to_all,lorentzian,4.694211,0.63662,7.373649,0.93035279,1.97122592,0.295436,0.97254,7.74987,False,-0.07426091,500000,symplectic_4th,1000
OSC-000776,48,ring,gaussian,1.746945,0.1309,13.345679,0.96080833,0.0457653,0.53751,0.974718,7.793285,False,-0.0715698,50000,symplectic_4th,5000
OSC-000777,16,lattice_2d,gaussian,4.960003,1.742571,2.84637,0.80853005,0.16131204,0.501642,0.915239,7.728129,False,-0.07740085,100000,rk4,1000
OSC-000778,24,small_world,lorentzian,0.503494,2.312616,0.217716,0.40156423,0.24480321,24.024352,0.479591,7.747438,False,0.07975919,500000,rk4,5000
OSC-000779,48,random_erdos_renyi,uniform,4.175831,1.162892,3.590903,0.84919528,0.65179837,0.269839,0.82519,7.733721,False,-0.12433591,10000,symplectic_4th,10000
OSC-000780,32,lattice_2d,lorentzian,3.358542,2.074749,1.618771,0.61964351,0.12204991,0.601408,0.581998,7.922479,False,-0.10847223,500000,symplectic_4th,1000
OSC-000781,48,lattice_2d,lorentzian,1.131682,1.951654,0.579858,0.21835971,0.66020186,51.251701,0.222347,7.87001,False,0.04201229,500000,euler,1000
OSC-000782,16,small_world,lorentzian,3.621338,1.349448,2.683569,0.78597972,0.08482354,0.458448,0.712313,7.641746,False,-0.12520747,50000,symplectic_4th,10000
OSC-000783,8,small_world,gaussian,2.014892,1.37155,1.469061,0.56380071,0.10094713,1.628343,0.487972,7.689335,False,-0.07659485,500000,symplectic_4th,10000
OSC-000784,64,scale_free,gaussian,3.566184,1.699278,2.098646,0.71974816,0.23729364,0.321504,0.720706,7.628715,False,-0.08373894,50000,verlet,5000
OSC-000785,16,scale_free,lorentzian,0.826022,2.053719,0.402208,0.13833697,0.08116994,9.622336,0.062115,7.963402,False,0.03242793,500000,rk4,1000
OSC-000786,64,lattice_2d,lorentzian,0.113413,1.58994,0.071331,0.11482413,0.54663581,66.575092,0.080396,7.829534,False,0.03546816,100000,symplectic_4th,10000
OSC-000787,32,scale_free,uniform,2.329267,1.882056,1.237619,0.43731595,0.07521307,2.024225,0.417055,7.916436,False,-0.09503485,500000,rk4,5000
OSC-000788,96,scale_free,gaussian,1.192208,2.004117,0.594879,0.08999497,0.77337608,136.294676,0.145144,7.68245,False,0.03708968,500000,verlet,1000
OSC-000789,32,all_to_all,gaussian,4.764842,0.63662,7.484596,0.92674573,0.01437239,0.273181,0.812551,7.937453,False,-0.09483008,500000,rk4,10000
OSC-000790,48,random_erdos_renyi,uniform,2.533514,1.272992,1.990204,0.70223987,0.19362561,0.622472,0.674143,7.969994,False,-0.13598644,500000,verlet,1000
OSC-000791,32,all_to_all,bimodal,0.490417,0.63662,0.770345,0.25832883,0.29749263,35.347428,0.261748,7.829714,False,0.03454264,100000,verlet,5000
OSC-000792,24,scale_free,gaussian,3.848954,1.462904,2.631037,0.78351754,0.03679355,0.75795,0.757893,7.696762,False,-0.08967793,10000,rk4,1000
OSC-000793,16,small_world,gaussian,0.655517,1.580398,0.414779,0.12130404,0.18453028,16.55848,0.034794,7.780175,False,0.05220791,100000,rk4,5000
OSC-000794,16,small_world,gaussian,4.73021,1.351909,3.498911,0.84719951,0.10564381,0.077854,0.751133,7.648797,False,-0.09356421,50000,euler,5000
OSC-000795,24,random_erdos_renyi,gaussian,2.445583,0.571256,4.281063,0.88058594,0.08548273,0.723269,0.898822,7.85819,False,-0.12052525,500000,euler,1000
OSC-000796,32,random_erdos_renyi,bimodal,0.427813,1.573138,0.271949,0.2902106,0.54926853,31.798837,0.229288,7.645707,False,0.01568976,500000,verlet,10000
OSC-000797,64,ring,uniform,0.278259,0.098175,2.834328,0.80462826,0.9558027,5.38118,0.878105,7.84587,False,-0.11266159,10000,verlet,5000
OSC-000798,16,ring,uniform,3.013778,0.392699,7.674522,0.93584129,0.08622176,0.36134,0.974244,7.917972,False,-0.06783153,100000,rk4,10000
OSC-000799,8,lattice_2d,lorentzian,1.305584,1.488282,0.877243,0.36226371,0.06054833,8.736973,0.368014,7.967147,True,0.03894981,50000,verlet,5000
OSC-000800,24,small_world,lorentzian,4.878135,1.996358,2.443517,0.75927586,0.0552084,0.434499,0.755628,7.728051,False,-0.08383311,50000,rk4,1000
OSC-000801,16,small_world,uniform,0.566271,1.540204,0.36766,0.02007622,0.3036295,17.552796,0,7.872115,False,0.08490116,50000,rk4,5000
OSC-000802,48,random_erdos_renyi,uniform,2.929073,1.642838,1.782935,0.6592933,0.33273125,0.693282,0.619525,7.802843,False,-0.0735566,10000,verlet,5000
OSC-000803,16,lattice_2d,lorentzian,1.418336,1.193624,1.18826,0.39982393,0.17940036,4.386987,0.378835,7.919154,True,-0.08583788,500000,verlet,5000
OSC-000804,16,small_world,gaussian,3.991125,1.176002,3.393807,0.83638088,0.24454511,0.383891,0.797752,7.725765,False,-0.0811037,10000,symplectic_4th,1000
OSC-000805,24,ring,gaussian,4.94927,0.261799,18.904817,0.96890993,0.53184835,0.216921,0.955924,8.006032,False,-0.09788259,50000,rk4,5000
OSC-000806,32,random_erdos_renyi,bimodal,1.043112,1.309271,0.796712,0.15993649,0.2689442,24.938567,0.197672,7.89975,False,0.04123858,50000,rk4,10000
OSC-000807,96,small_world,bimodal,2.994613,1.648018,1.8171,0.67058553,0.930275,0.583848,0.589244,7.745017,False,-0.14578129,50000,euler,10000
OSC-000808,8,ring,gaussian,3.749913,0.785398,4.774537,0.88020649,0.06572773,0.185437,0.903738,7.882024,False,-0.07469791,50000,rk4,10000
OSC-000809,8,scale_free,uniform,1.772649,1.401026,1.265251,0.45409901,0.09472613,2.589709,0.433547,7.643273,False,-0.0596035,500000,verlet,5000
OSC-000810,32,lattice_2d,gaussian,4.36276,1.575114,2.769806,0.80253154,0.61623184,0.242803,0.680737,7.845459,False,-0.11408246,500000,symplectic_4th,1000
OSC-000811,8,all_to_all,bimodal,2.668982,0.63662,4.192427,0.87468929,0.09106732,0.535983,0.865232,7.909425,False,-0.08485104,500000,rk4,10000
OSC-000812,128,small_world,lorentzian,3.256825,1.960616,1.661123,0.62830655,1.89173061,0.747333,0.684486,7.784288,False,-0.09249419,50000,symplectic_4th,1000
OSC-000813,8,ring,bimodal,1.98445,0.785398,2.52668,0.78624374,0.07140961,0.79197,0.764494,7.819331,False,-0.08086535,100000,rk4,5000
OSC-000814,48,lattice_2d,bimodal,4.435562,1.885083,2.352979,0.75876729,0.50156592,0.471966,0.789619,7.673324,False,-0.11249468,50000,symplectic_4th,10000
OSC-000815,8,ring,uniform,1.704146,0.785398,2.169786,0.72639835,0.04236732,0.958693,0.723938,7.827761,False,-0.09666419,100000,symplectic_4th,5000
OSC-000816,48,random_erdos_renyi,gaussian,3.181351,1.634768,1.946056,0.69369332,0.58936953,0.55625,0.674977,7.728001,False,-0.08082443,50000,verlet,1000
OSC-000817,64,small_world,bimodal,2.516438,1.520738,1.654747,0.62595154,0.10634558,1.048473,0.617324,7.786635,False,-0.08848585,10000,euler,5000
OSC-000818,96,random_erdos_renyi,uniform,0.602814,1.367632,0.440772,0.12845656,0.88226407,93.327889,0.093836,7.851277,False,0.06877858,10000,verlet,1000
OSC-000819,96,all_to_all,lorentzian,3.250794,0.63662,5.106336,0.9000749,0.335965,0.56984,0.962911,7.796174,False,-0.1057248,100000,euler,1000
OSC-000820,128,lattice_2d,lorentzian,3.509757,1.075496,3.263386,0.83214806,3.73714277,0.416793,0.846429,7.766279,False,-0.11524195,10000,euler,10000
OSC-000821,48,all_to_all,bimodal,3.512258,0.63662,5.517041,0.90620575,1.21636044,0.279763,0.878103,7.80925,False,-0.10391608,10000,verlet,1000
OSC-000822,24,ring,gaussian,3.713628,0.261799,14.185012,0.95266371,0.22255187,0.223239,0.959448,7.881591,False,-0.12855817,50000,euler,1000
OSC-000823,16,lattice_2d,gaussian,1.896548,1.607537,1.179785,0.39071875,0.11051137,3.398347,0.344914,7.757981,True,-0.13503307,50000,symplectic_4th,5000
OSC-000824,8,ring,lorentzian,0.272135,0.785398,0.346493,0.30845917,0.21718699,7.408921,0.31856,7.851402,False,0.05651943,500000,rk4,5000
OSC-000825,32,lattice_2d,gaussian,2.819487,1.463189,1.926947,0.69783671,0.02613932,0.512358,0.795288,7.741338,False,-0.04994902,500000,euler,10000
OSC-000826,32,scale_free,bimodal,0.943462,1.069504,0.882148,0.09940934,0.02296544,28.492816,0.161938,7.990052,False,0.03399607,10000,euler,5000
OSC-000827,48,scale_free,bimodal,0.665203,2.048695,0.324696,0.12984756,0.12750559,28.602847,0.139702,7.983977,False,0.05931379,500000,symplectic_4th,10000
OSC-000828,24,all_to_all,gaussian,2.741224,0.63662,4.305905,0.87559609,0.25423804,0.524555,0.925502,7.764885,False,-0.13252284,50000,rk4,5000
OSC-000829,16,small_world,lorentzian,1.727172,1.112168,1.552978,0.5987756,0.23570771,1.424871,0.64152,7.879952,False,-0.06536901,50000,rk4,10000
OSC-000830,24,random_erdos_renyi,bimodal,2.778959,1.931823,1.438516,0.55495258,0.22372378,1.078805,0.575501,7.899129,False,-0.09717046,10000,rk4,10000
OSC-000831,8,lattice_2d,uniform,0.509806,1.439388,0.354182,0.29657453,0.19334833,7.571281,0.28098,7.786489,False,0.02881949,10000,symplectic_4th,10000
OSC-000832,64,all_to_all,uniform,3.624204,0.63662,5.692887,0.91009281,0.59963847,0.250018,0.831546,7.747286,False,-0.10041794,100000,verlet,1000
OSC-000833,16,random_erdos_renyi,gaussian,2.436214,1.1824,2.060398,0.71353229,0.19078354,0.803474,0.741085,7.858781,False,-0.09804098,10000,verlet,5000
OSC-000834,128,all_to_all,bimodal,2.389833,0.63662,3.75394,0.85443381,1.66963741,0.575814,0.799754,7.6527,False,-0.12048679,10000,verlet,10000
OSC-000835,48,random_erdos_renyi,gaussian,2.085398,1.796318,1.160929,0.37036521,0.34426147,3.390449,0.402309,7.842224,False,-0.08255051,10000,verlet,5000
OSC-000836,24,random_erdos_renyi,bimodal,0.292942,1.451366,0.201839,0.25674814,0.00083782,24.926086,0.260844,7.965514,False,0.03327231,100000,rk4,10000
OSC-000837,24,ring,uniform,0.397488,0.261799,1.518291,0.58128399,0.4167385,6.646629,0.606574,7.772811,False,-0.14136361,10000,verlet,10000
OSC-000838,48,lattice_2d,gaussian,2.782641,1.387387,2.005671,0.70223724,0.64309775,0.712021,0.735061,7.817195,False,-0.1126386,10000,symplectic_4th,5000
OSC-000839,32,ring,uniform,0.793355,0.19635,4.040522,0.86316462,0.60292374,1.629179,0.803127,7.739247,False,-0.12345622,100000,symplectic_4th,5000
OSC-000840,24,all_to_all,gaussian,4.409286,0.63662,6.92609,0.92508431,0.11317767,0.230863,0.829993,7.787465,False,-0.09605477,100000,rk4,5000
OSC-000841,8,scale_free,lorentzian,0.867693,1.899324,0.456843,0.16791826,0.15299803,7.486182,0.142256,8.026751,False,0.06368051,100000,verlet,10000
OSC-000842,24,small_world,gaussian,4.80017,1.987504,2.415175,0.76622667,0.2124944,0.438172,0.790895,7.76127,False,-0.09142018,100000,rk4,1000
OSC-000843,16,small_world,gaussian,0.974428,1.168023,0.834254,0.10174551,0.30272038,15.681238,0.156891,7.810734,False,0.05350238,100000,rk4,5000
OSC-000844,8,small_world,gaussian,1.102735,1.406883,0.783815,0.19748178,0.28681708,8.47125,0.168096,7.698788,False,0.04563843,10000,symplectic_4th,10000
OSC-000845,32,ring,uniform,0.541282,0.19635,2.756728,0.79734274,0.02207105,2.61662,0.818828,7.852427,False,-0.09558289,50000,euler,10000
OSC-000846,16,lattice_2d,gaussian,3.255738,1.338795,2.431843,0.76745134,0.2052549,0.518858,0.756375,7.844723,False,-0.09258584,500000,verlet,5000
OSC-000847,16,scale_free,bimodal,3.916675,1.558295,2.513436,0.77484409,0.03169626,0.642146,0.78064,7.835954,False,-0.09551394,10000,rk4,5000
